szerzõ,cím,,,leltári_szám,vonalkód,,,ISBN_szám,beszerzés_dátuma,kiadás_éve,szállító
Cziffra Istvánné,Nagy magyar helyesírási szótár,,,3-001262,2882970,,,9639450200,    .  .  ,2002,???
"Hugo, Victor",A párizsi Notre-Dame,,,3-001263,2857893,,,9635960808,    .  .  ,2003,???
Gárdonyi Géza,Ugri meg Bugri és más mesék,,,3-001266,2870977,,,963596191X,    .  .  ,2004,???
"Knight, Eric",Lassie hazatér,,,3-001267,2868974,,,9636278504,    .  .  ,2004,???
,Történetek Shakespeare nyomán,,,3-001268,2872995,,,963627858X,    .  .  ,2003,???
"Vogl, Christl",Kedvenc meséim erdei tündérekrõl és manókról,,,3-001269,2872070,,,9636280681,    .  .  ,2004,???
"Lindgren, Astrid",Harisnyás Pippi,,,3-001271,2860619,,,9636281300,    .  .  ,2005,???
"Schröder, Patricia",Csajok és csetepaték,,,3-001272,2865874,,,9636279543,    .  .  ,2001,???
"Brezina, Thomas",Boszik az iskolapadban,,,3-001273,2851839,,,9636282234,    .  .  ,2005,???
"Brezina, Thomas",Legyen anyu a legmenõbb!,,,3-001274,2851846,,,9636279381,    .  .  ,2004,???
"Lindgren, Astrid",Kalle és Rasmus,,,3-001275,2860565,,,9636279098,    .  .  ,2003,???
"Lindgren, Astrid",Kalle nem ijed meg az árnyékától,,,3-001276,2860510,,,9636279128,    .  .  ,2003,???
Fésûs Éva,A zselici rét alatt,,,3-001280,2872971,,,9639282278,    .  .  ,2001,???
"Bechstein, Ludwig",Az elvarázsolt királykisasszony,,,3-001281,2872254,,,9639282251,    .  .  ,2002,???
"Tolstoj, Aleksej Nikolaeviæ",Aranykulcsocska avagy Burattino kalandjai,,,3-001282,2870588,,,9639459968,    .  .  ,2004,???
"Ispirescu, Petre",A hegyek tündére,,,3-001283,2871646,,,9639459003,    .  .  ,2002,???
Gyárfás Endre,Márkus mester ezermester,,,3-001284,2873480,,,963907683X,    .  .  ,2000,???
,Az ezüstcsengõ : Csíkországi népmesék,,,3-001285,2870878,,,9639282944,    .  .  ,2002,???
Arany László,Fehérlófia,,,3-001287,2872872,,,9639459097,    .  .  ,É.N.,???
"Nordqvist, Sven",Ki az úr a háznál?,,,3-001288,2872926,,,9639282316,    .  .  ,2001,???
Osvát Erzsébet,Dúdoló,,,3-001289,2871691,,,9639076147,    .  .  ,É.N.,???
Szabó Lõrinc,Kicsi vagyok én,,,3-001290,2871172,,,9639282936,    .  .  ,2002,???
Gazdag Erzsi,Fecskenóta,,,3-001291,2872704,,,9639076848,    .  .  ,2000,???
Tordos Ákos,Csigacsalogató,,,3-001292,2872650,,,9639076392,    .  .  ,1998,???
Kovács István,Hogyan kutassunk ? : Biológiai kísérletek,,,3-001566,2876788,,,,    .  .  ,1967,???
"Neff, Vladimir",A tizenharmadik szoba,,,3-001919,2864327,,,,    .  .  ,1973,???
Rázsó Gyula,A lovagkor csatái,,,3-002897,2874913,,,9631804410,    .  .  ,1987,???
"Groult, Benoite",A szerelem fészkei,,,3-003118,2856988,,,963075293X,    .  .  ,1991,???
Varga Katalin,Mosó Masa mosodája,,,3-003503,2873381,,,9631166953,    .  .  ,1991,???
Vadai István,Kötelezõk röviden 3. : kötelezõ olvasmányok a középiskolák IV. osztálya számára,,,3-003637,2859965,,,,    .  .  ,1995,???
Arany János,Arany János prózai mûvek 1.,,,9-000001/01,2855868,,,,    .  .  ,1963,???
Arany János,Arany János prózai mûvek 2.,,,9-000001/02,2855950,,,,    .  .  ,1963,???
Arany János,Buda halála : Hún rege,,,9-000002,2855943,,,,    .  .  ,1972,???
Arany János,Buda halála : Hún rege,,,9-000003,2855936,,,,    .  .  ,1970,???
"Ajtmatov, Csingiz",Az évszázadnál hosszabb ez a nap,,,9-000004,2856070,,,9630726076,    .  .  ,1982,???
Antall József,Modell és valóság,,,9-000005,2855981,,,9638514302,    .  .  ,1994,???
Antall József,Modell és valóság,,,9-000006,2855974,,,9638514302,    .  .  ,1994,???
Bakcsi György,Dosztojevszkij világa,,,9-000009,2851280,,,,    .  .  ,1971,???
Baksa Péter,1956 a magyar költészetben : Ajánlás az 1956-os forradalom 50. évfordulója megünnepléséhez,,,9-000010,2851273,,,,    .  .  ,2006,???
Augustinus Aurelius,Vallomás,,,9-000011,2855721,,,9632811488,    .  .  ,1982,???
"Barclay, Florence Luisa",Esti dal,,,9-000012,2852362,,,9637497021,    .  .  ,1991,???
Barabás Tibor,Chopin,,,9-000013,2851174,,,,    .  .  ,1963,???
"Basara, Svetislav",Feljegyzések a biciklistákról,,,9-000014,2852980,,,9633798256,    .  .  ,2000,???
"Baroja, Pio",A tudás fája,,,9-000015,2852997,,,,    .  .  ,1961,???
Bárczy János,Zuhanóugrás,,,9-000016,2852386,,,9632714814,    .  .  ,1981,???
Beczássy Judit,Marika,,,9-000017,2852898,,,,    .  .  ,1962,???
"Beauvoir, Simone de","Képek, káprázatok",,,9-000018,2852959,,,,    .  .  ,1971,???
Benedek István,Lélektõl lélekig,,,9-000019,2852805,,,,    .  .  ,1970,???
Bereményi Géza,Legendárium,,,9-000020,2852768,,,9632706757,    .  .  ,1978,???
Bertha Bulcsu,Fehér rozsda,,,9-000021,2852676,,,9631521346,    .  .  ,1982,???
"Borovièka, Václav Pavel",Híres politikai merényletek,,,9-000022,2852133,,,9630916827,    .  .  ,1981,???
Bokor Imre,Kiskirályok mundérban,,,9-000023,2852454,,,9630272792,    .  .  ,1988,???
Bodó Géza,Barlang a szigeten : Kalandos regény,,,9-000024,2852492,,,,    .  .  ,1967,???
"Böll, Heinrich",Gondviselõ ostromzár,,,9-000026,2851785,,,9632713400,    .  .  ,1980,???
"Burroughs, William J.",A vörös éjszaka városai,,,9-000027,2851976,,,9633798213,    .  .  ,2001,???
"Èapek, Karel",Az ellopott gyilkosság és más bûnügyi történetek,,,9-000028,2852027,,,,    .  .  ,1966,???
"Camon, Ferdinando",Az örök élet,,,9-000029,2852065,,,9632709241,    .  .  ,1979,???
Csontos Gábor,Pléhlovasok : Aki átment a szivárvány alatt,,,9-000031,2854502,,,,    .  .  ,1973,???
"Curtiss, Ursula",Hang a sötétbõl,,,9-000032,2854519,,,9632715829,    .  .  ,1981,???
"Defoe, Daniel",Moll Flanders örömei és viszontagságai,,,9-000033,2854748,,,9630713608,    .  .  ,1977,???
Dénes Zsófia,Zrínyi Ilona,,,9-000034,2854892,,,,    .  .  ,1974,???
Déry Tibor,Kedves bópeer...!,,,9-000035,2854939,,,,    .  .  ,1973,???
Eke Károly,Titkon innen-titkon túl : az orvostudomány mûhelyébõl,,,9-000037,2853390,,,9632407822,    .  .  ,1978,???
"Eberhart, Mignon G.",Suhanó árnyék,,,9-000038,2853451,,,9632715527,    .  .  ,1984,???
Endrédy Zoltán Sándor,A csend foglya szól,,,9-000039,2853338,,,,    .  .  ,1942,???
"Fallada, Hans",Farkas a farkasok között,,,9-000040,2853048,,,9630920646,    .  .  ,1983,???
Fejes Endre,"A fiú, akinek angyalarca volt",,,9-000041,2853741,,,9632717511,    .  .  ,1982,???
Fehér Lajos,Így történt,,,9-000042,2853727,,,9632713702,    .  .  ,1979,???
Fekete István,Ballagó idõ,,,9-000043,2864013,,,9631100642,    .  .  ,1974,???
Fejes Endre,"Jó estét nyár, jó estét szerelem",,,9-000044,2853802,,,,    .  .  ,1971,???
Fekete Gyula,A falu szépe; A hû asszony meg a rossz nõ; Az orvos halála,,,9-000045,2854281,,,9632711777,    .  .  ,1980,???
Fekete István,Bogáncs,,,9-000046,2854236,,,,    .  .  ,1973,???
Fekete István,Bogáncs,,,9-000047,2854229,,,,    .  .  ,1973,???
Fekete István,Ballagó idõ,,,9-000050,2854212,,,9631100642,    .  .  ,1974,???
Fekete István,Hajnal Badányban,,,9-000051,2854083,,,9631101975,    .  .  ,1974,???
Fekete István,Hajnal Badányban,,,9-000052,2854090,,,9631101975,    .  .  ,1974,???
Fekete István,Hajnal Badányban,,,9-000053,2854113,,,9631101975,    .  .  ,1974,???
Fekete István,Hajnal Badányban,,,9-000054,2854120,,,9631101975,    .  .  ,1974,???
Fekete István,Csí és más elbeszélések,,,9-000055,2854151,,,,    .  .  ,1974,???
Fekete István,Csí és más elbeszélések,,,9-000056,2854199,,,,    .  .  ,1974,???
Fekete István,Csend ; 21 nap,,,9-000057,2854182,,,,    .  .  ,1972,???
Fekete István,Csend ; 21 nap,,,9-000058,2854175,,,,    .  .  ,1972,???
Fekete István,Kele,,,9-000059,2853970,,,,    .  .  ,1971,???
Fekete István,Kele,,,9-000060,2854045,,,,    .  .  ,1971,???
Fekete István,Hú,,,9-000061,2854014,,,,    .  .  ,1971,???
Fekete István,Hú,,,9-000062,2854069,,,,    .  .  ,1971,???
Fekete István,Õszi vásár,,,9-000064,2853956,,,,    .  .  ,1970,???
Fekete István,Hú,,,9-000066,2853987,,,,    .  .  ,1971,???
Fekete István,Lutra : Egy vidra regénye,,,9-000067,2853925,,,,    .  .  ,1973,???
Fekete István,Lutra : Egy vidra regénye,,,9-000068,2853918,,,,    .  .  ,1963,???
Fekete István,Tüskevár,,,9-000069,2853840,,,,    .  .  ,1974,???
Fekete István,Tüskevár,,,9-000070,2853857,,,,    .  .  ,1974,???
Fekete István,Tüskevár,,,9-000071,2853901,,,,    .  .  ,1964,???
Fekete István,Téli berek,,,9-000073,2853864,,,,    .  .  ,1959,???
Fekete István,Tüskevár,,,9-000074,2853789,,,,    .  .  ,1960,???
Fekete István,Téli berek,,,9-000075,2853833,,,,    .  .  ,1959,???
Friderikusz Sándor,Isten óvd a királynõt!,,,9-000076,2856520,,,9635006268,    .  .  ,1987,???
Gál György Sándor,Mesél a bécsi erdõ : A keringõ és a Strauss-család regénye,,,9-000078,2856735,,,9633300037,    .  .  ,1974,???
"Gardner, Erle Stanley",A baglyok nem pislognak,,,9-000079,2856698,,,9632719468,    .  .  ,1983,???
Galgóczi Erzsébet,Öt lépcsõ felfelé,,,9-000080,2856384,,,,    .  .  ,1965,???
Gáll István,Vaskor,,,9-000081,2856599,,,96315133,    .  .  ,1980,???
Gáll István,Karcolgatunk,,,9-000082,2856643,,,9632716647,    .  .  ,1982,???
Gerencsér Miklós,Aradi napló,,,9-000083,2856506,,,9631517845,    .  .  ,1981,???
"Geller, Uri","Görbüljek meg, ha nem igaz! : Rendhagyó önéletrajz",,,9-000084,2856490,,,9637403590,    .  .  ,1990,???
Gárdonyi Géza,A láthatatlan ember,,,9-000085,2856544,,,9631107876,    .  .  ,1977,???
"Goldman, Albert",Elvis,,,9-000086,2857251,,,9630736764,    .  .  ,1985,???
Germanus Gyula,Kelet varázsa,,,9-000087,2857152,,,9632701518,    .  .  ,1975,???
Gerlei József,Krakkói kávéház,,,9-000088,2856551,,,9632714172,    .  .  ,1981,???
"Graham, Billy",A boldogság titka,,,9-000090,2857480,,,,    .  .  ,É.N.,???
Gulácsy Irén,Jezabel,,,9-000091,2857169,,,9631534006,    .  .  ,1987,???
"Greene, Graham",Monsignor Quijote,,,9-000092,2857183,,,9630745348,    .  .  ,1987,???
"Greene, Graham",A kezdet és a vég,,,9-000093,2857282,,,,    .  .  ,1962,???
"Greene, Graham",Hatalom és dicsõség,,,9-000094,2857336,,,963360432X,    .  .  ,1984,???
Gyurkovics Tibor,Isten nem szerencsejátékos,,,9-000095,2857367,,,,    .  .  ,1973,???
Gyurkó László,Arcképvázlat történelmi háttérrel,,,9-000096,2857466,,,9632718011,    .  .  ,1982,???
Gyõry Dezsõ,Két végzetes korona,,,9-000097,2856919,,,,    .  .  ,1973,???
Moldován Tamás,Gyilkosság az intézetben,,,9-000098,2856964,,,,    .  .  ,1981,???
"Hailey, Arthur",Repülõtér,,,9-000100,2857213,,,9632713451,    .  .  ,1979,???
Hegedûs Géza,Elõjátékok egy önéletrajzhoz,,,9-000101,2857121,,,9631520153,    .  .  ,1982,???
Hare Cyril,Az eltûnt klarinétos,,,9-000102,2857329,,,9632711270,    .  .  ,1979,???
"Hoesl, Paula",Nõnek születtünk,,,9-000103,2857824,,,9633631025,    .  .  ,1991,???
Hendi Ilma,"Út, fényes út : rigmusmozaikok",,,9-000104,2857817,,,9636500649,    .  .  ,1995,???
Hevesi Lajos,Jelky András kalandjai,,,9-000105,2857770,,,,    .  .  ,1973,???
,Húsz dráma 1945-1975,,,9-000107/01,2858142,,,9632710991,    .  .  ,1980,???
,Húsz dráma 1945-1975,,,9-000107/02,2858197,,,9632710991,    .  .  ,1980,???
"Jacta, Maximilian",Híres angol-amerikai bûnperek,,,9-000108,2858159,,,,    .  .  ,1972,???
"Jens, Walter",Az utolsó vádlott,,,9-000109,2858647,,,9632712811,    .  .  ,1980,???
"Japrisot, Sébastien",Gyilkosok kupéja,,,9-000110,2858258,,,9632703251,    .  .  ,1976,???
"Jantunen, Tuulikki",Dióbél-ország : Egy hét a ckung-busmanok között,,,9-000111,2858302,,,,    .  .  ,1971,???
Jókai Anna,Jákob lajtorjája,,,9-000112,2858494,,,963152096X,    .  .  ,1982,???
Karinthy Ferenc,Hosszú weekend,,,9-000114,2858944,,,9631518418,    .  .  ,1981,???
Kardos G. György,Avraham Bogatir hét napja,,,9-000115,2859354,,,,    .  .  ,1973,???
Karczag György,A trónon harmadik,,,9-000116,2859255,,,9631100758,    .  .  ,1974,???
Karinthy Frigyes,Utazás a koponyám körül,,,9-000117,2859330,,,,    .  .  ,É.N.,???
Kellér Dezsõ,Leltár,,,9-000118,2859071,,,9631506819,    .  .  ,1976,???
"Klement, Robert",Hárman a dróton ; Az energia 101 kulcsszava,,,9-000120,2859958,,,9637091033,    .  .  ,1986,???
Kolozsvári Grandpierre Emil,A szerencse mostohafia,,,9-000121,2859897,,,9632703804,    .  .  ,1976,???
Komlós János,Tiszta vizet a fejekbe,,,9-000122,2859996,,,9631517144,    .  .  ,1981,???
Kosztolányi Dezsõ,Életre-halálra,,,9-000123,2860084,,,963151157X,    .  .  ,1978,???
Kristóf Attila,Valakit mellém temettek,,,9-000124,2859972,,,963271380X,    .  .  ,1981,???
"Lallier, Bernard-Paul",Vérbosszú,,,9-000125,2860800,,,,    .  .  ,1971,???
Lakatos Menyhért,Akik élni akartak,,,9-000126,2860657,,,9632717104,    .  .  ,1982,???
"Lagzdinš, Viktors",Halál a Szarvas-tanyán,,,9-000127,2860602,,,963072412X,    .  .  ,1982,???
Kunszabó Ferenc,És ég az oltár : Széchenyi István életmûve,,,9-000128,2860350,,,9631524647,    .  .  ,1983,???
"Lawrence, Thomas Edward",Lázadás a sivatagban,,,9-000129,2860244,,,9630278375,    .  .  ,1990,???
Láng György,A Tamás-templom karnagya : Johann Sebastian Bach életének regénye,,,9-000131,2860497,,,9631121410,    .  .  ,1980,???
"Lord, Walter",Hihetetlen gyõzelem,,,9-000133,2860725,,,9633263026,    .  .  ,1981,???
"Longo, Luigi",A nemzeti felkelés útján,,,9-000134,2859705,,,9632709454,    .  .  ,1979,???
"Lorre, Charles",Öngyilkos század,,,9-000135,2860770,,,9633229618,    .  .  ,1990,???
"London, Jack",A maják kincse,,,9-000137,2860220,,,,    .  .  ,1990,???
Mácz István,Örülj velem!,,,9-000138,2860312,,,9637487638,    .  .  ,1992,???
Mág Bertalan,Banditák Budán,,,9-000139,2861258,,,9633267692,    .  .  ,1980,???
Osztovits Levente,Május 1 New Yorkban : Öt halhatatlan amerikai kisregény,,,9-000140,2852171,,,9630708957,    .  .  ,1977,???
"Mallet-Joris, Françoise",A Mennyei Birodalom,,,9-000141,2861128,,,,    .  .  ,1974,???
Makkai Sándor,Magyarok csillaga,,,9-000142,2860923,,,9631520986,    .  .  ,1982,???
"Malgo, Wim",Az istenember,,,9-000143,2861326,,,9630405903,    .  .  ,1991,???
Marosán György,Az úton végig kell menni,,,9-000144,2861234,,,9632712374,    .  .  ,1980,???
Marosán György,Tüzes kemence,,,9-000145,2861180,,,9632712382,    .  .  ,1980,???
Mátyás István,Nyakunkon az élet,,,9-000146,2860862,,,9632112458,    .  .  ,1978,???
"McBain, Ed",Karácsonyi ajándékok,,,9-000147,2861210,,,9632715551,    .  .  ,1972,???
Mészöly Miklós,Saulus,,,9-000149,2861616,,,9632700724,    .  .  ,1975,???
"Merle, Robert",Két nap az élet,,,9-000150,2861869,,,9630723565,    .  .  ,1982,???
"Mazzaro, Ed",Chicagói történet,,,9-000151,2861265,,,9630740001,    .  .  ,1985,???
Megyery Sári,Én is voltam jávorfácska...,,,9-000152,2862064,,,9632708598,    .  .  ,1979,???
Mikszáth Kálmán,A beszélõ köntös : A gavallérok,,,9-000153,2861579,,,,    .  .  ,1970,???
Mikszáth Kálmán,A beszélõ köntös,,,9-000154,2861470,,,,    .  .  ,1967,???
Moldova György,Magyar atom,,,9-000156,2862361,,,9632707192,    .  .  ,1978,???
Mocsár Gábor,A város és a fejedelem,,,9-000157,2862378,,,9632711726,    .  .  ,1980,???
Molnár Ferenc,A Pál utcai fiúk,,,9-000158,2862729,,,,    .  .  ,1964,???
Moldova György,Az életem rövid ; Kerüld a nõket!,,,9-000159,2862415,,,9632721136,    .  .  ,1987,???
Moldova György,Akit a mozdony füstje megcsapott...,,,9-000160,2862668,,,963140210X,    .  .  ,1977,???
Molnár Gábor,Éjbe zuhant évek,,,9-000162,2862354,,,9631514692,    .  .  ,1979,???
Molnár Ferenc,A Pál utcai fiúk,,,9-000163,2862576,,,,    .  .  ,1964,???
Molnár Ferenc,A Pál utcai fiúk,,,9-000164,2862439,,,,    .  .  ,1964,???
Móra Ferenc,Kincskeresõ kisködmön,,,9-000166,2862231,,,9631107396,    .  .  ,1976,???
Móra Ferenc,Kincskeresõ kisködmön,,,9-000168,2862583,,,963920210X,    .  .  ,É.N.,???
Móra Ferenc,Kincskeresõ kisködmön,,,9-000169,2862385,,,963920210X,    .  .  ,É.N.,???
Móra Ferenc,Kincskeresõ kisködmön,,,9-000170,2862736,,,963920210X,    .  .  ,É.N.,???
Móricz Zsigmond,A boldog ember,,,9-000171,2864648,,,,    .  .  ,1968,???
Móricz Zsigmond,Légy jó mindhalálig,,,9-000172,2864303,,,963764301X,    .  .  ,1991,???
Móricz Zsigmond,Légy jó mindhalálig,,,9-000173,2864341,,,963764301X,    .  .  ,1991,???
Móricz Zsigmond,Légy jó mindhalálig,,,9-000174,2864501,,,963076556X,    .  .  ,1999,???
Móricz Zsigmond,Légy jó mindhalálig,,,9-000175,2864440,,,963076556X,    .  .  ,1999,???
Móricz Zsigmond,Légy jó mindhalálig,,,9-000176,2864495,,,963076556X,    .  .  ,1999,???
Nagy Alexandra,Viccözön,,,9-000177,2864181,,,9637487271,    .  .  ,1991,???
Nagy Bandó András,Úton-útfélen,,,9-000178,2864235,,,9635005709,    .  .  ,1987,???
Nagy András,Savonarola-kísérlet,,,9-000179,2864280,,,9632717414,    .  .  ,1982,???
"Noszik, Borisz",Albert Schweitzer,,,9-000180,2863108,,,9630914603,    .  .  ,1979,???
"Nossack, Hans Erich",A d' Arthez-ügy,,,9-000181,2863054,,,,    .  .  ,1971,???
Ordas Iván,"Simonyi óbester : Regényes beszámoló ""a legvitézebb huszár"" életérõl",,,9-000182,2862897,,,9631133117,    .  .  ,1983,???
Passuth László,Aranyködben fáznak az istenek,,,9-000183,2864730,,,,    .  .  ,1965,???
Örkény István,Lágerek népe,,,9-000184,2863344,,,9631517683,    .  .  ,1981,???
Palotai Boris,Kegyetlen ifjúság ; Keserû mandula,,,9-000186,2863030,,,9631522156,    .  .  ,1982,???
"Pasternák, Boris Leonidoviè",Zsivago doktor,,,9-000187,2862927,,,9633071070,    .  .  ,1988,???
Pataky-Rácz Zoltán,"""Rögtön jövünk, csak meghalunk...""",,,9-000188,2862873,,,963152051X,    .  .  ,1982,???
"Plievier, Theodor",Sztálingrád,,,9-000189,2864006,,,9633268117,    .  .  ,1982,???
Dezsényi Katalin,Portyázás Harlemben,,,9-000190,2863757,,,963070546X,    .  .  ,1976,???
"Puzo, Mario",A Keresztapa,,,9-000191,2863696,,,9631415171,    .  .  ,1989,???
"Rajnov, Bogumil",Meghalni csak a végsõ esetben,,,9-000193,2863580,,,963271881X,    .  .  ,1983,???
"Remarque, Erich Maria",Nyugaton a helyzet változatlan,,,9-000194,2863986,,,9633070406,    .  .  ,1985,???
Rejtõ Jenõ,Az elsikkasztott pénztáros,,,9-000195,2863528,,,,    .  .  ,1970,???
Rónaszegi Miklós,A nagy játszma : Benyovszki Móric viszontagságai,,,9-000196,2865706,,,,    .  .  ,1973,???
Rónay György,Fordítás közben,,,9-000197,2863764,,,,    .  .  ,É.N.,???
"Roth, Joseph",Radetzky-induló ; a kapucinus kripta,,,9-000198,2865409,,,963072619X,    .  .  ,1982,???
Rónay György,A nagy nemzedék,,,9-000199,2865652,,,,2001.09.04,1971,???
Rónaszegi Miklós,A gézengúzok a Balatonnál,,,9-000200,2865959,,,9631142760,    .  .  ,1986,???
Sánta Ferenc,Húsz óra,,,9-000201,2865638,,,,    .  .  ,1972,???
"Saint-Exupéry, Antoine de",A kis herceg,,,9-000202,2865546,,,9631166988,    .  .  ,1991,???
"Schiller, Friedrich",Schiller válogatott versei,,,9-000203,2865928,,,,    .  .  ,1956,???
"Shakespeare, William",Öt dráma,,,9-000204,2865713,,,963070661X,    .  .  ,1976,???
"Sewell, Anna",Fekete Szépség,,,9-000205,2865867,,,9631152812,    .  .  ,1987,???
"Sesztakov, Pavel",Át a labirintuson,,,9-000206,2865911,,,,    .  .  ,1974,???
"Simenon, George",Maigret revolvere,,,9-000207,2866154,,,9632715616,    .  .  ,1981,???
"Frirda, Stadler",Újrafoglalt régi gyöngyök,,,9-000209,2866642,,,,    .  .  ,1943,???
Soós László,Fehér pázsit : Dokumentumregény a második világháborúból,,,9-000210,2866390,,,9631400530,    .  .  ,1983,???
"Strittmatter, Erwin",A csodatévõ újabb kalandjai,,,9-000211,2866420,,,9630714175,    .  .  ,1978,???
Sütõ András,Nagyenyedi tûnõdések,,,9-000212,2866369,,,9631510123,    .  .  ,1978,???
Sütõ András,Gyermekkorom tükörcserepei,,,9-000213,2866413,,,963112598X,    .  .  ,1982,???
Sütõ András,Anyám könnyû álmot ígér,,,9-000214,2866468,,,9631519449,    .  .  ,1981,???
