szerzõ,cím,leltári szám,vonalkód,ISBN szám,beszerzési dátum,kiadási év,szállító,dokumentum típus,statisztikai besorolás
"Allen, Sarah Addison",A barackfa titka,E-023017,4138754,9.78963E+12,2014.12.17,2014,Pécsi Direkt KFT. Alexandra Könyvesbolt,könyv,???
Marék Veronika,"Boribon, merre jársz? : Babakönyv",E-023028,4138860,9.78616E+12,2014.12.17,2014,Pécsi Direkt KFT. Alexandra Könyvesbolt,könyv,???
Gyüre Lajos,Cirmos a városba megy,E-023068,4139263,9.78808E+12,2014.12.17,2014,Pécsi Direkt KFT. Alexandra Könyvesbolt,könyv,???
Böszörményi Gyula,Leányrablás Budapesten : Ambrózy báró esetei I.,E-023175,4140337,9.78963E+12,2014.12.17,2014,Pécsi Direkt KFT. Alexandra Könyvesbolt,könyv,???
"McGarry, Katie",Pushing the Limits : Feszülõ húr,E-023265,4141235,9.78963E+12,2014.12.17,2014,Pécsi Direkt KFT. Alexandra Könyvesbolt,könyv,???
"Miler, Zdenìk",A vakond és a karácsony,E-023385,4206439,9.78963E+13,2014.12.17,2014,Pécsi Direkt KFT. Alexandra Könyvesbolt,könyv,???
"Christian,  A. J.",A férfiakkal csak a baj van? : [csak nõknek],E-024020,4210214,9.78964E+12,2014.11.19,2014,Könyvtárellátó Közhasznú Társaság,könyv,???
"Twead, Victoria",Két vén bolond otthonra talál : végy egy szelet andalúz életet,E-024039,4210405,9.78963E+12,2014.11.19,2013,Könyvtárellátó Közhasznú Társaság,könyv,???
"Baldacci, David",King és Maxwell,E-024070,4210696,9.78963E+12,2014.11.19,2014,Könyvtárellátó Közhasznú Társaság,könyv,???
"Chamberlain, Diane",Kegyes hazugságok,E-024162,4191872,9.78963E+12,2014.11.11,2014,Könyvtárellátó Közhasznú Társaság,könyv,???
Leiner Laura,Késtél : a Bexi-sorozat elsõ kötete,E-024241,4192671,9.78964E+12,2014.11.11,2014,Könyvtárellátó Közhasznú Társaság,könyv,???
Szentmiklósi Lilla,Sóvirág,E-024492,4205005,9.78964E+12,2015.04.15,2014,Szentmiklósi Lilla,könyv,???
"Russell, Rachel Renée",Egy zizi naplója 3. : egy nem-túl-tehetséges popsztár meséi : popsztár,E-024932,4197652,9.78963E+12,2015.06.19,2015,KELLO,könyv,???
Madaras Katalin,Gumikarkötõk és -figurák,E-025111,4199267,9.78963E+12,2015.06.19,2015,KELLO,könyv,???
"Busquets, Carlos",Fantasztikus mesék,E-025263,4292647,9.78963E+12,2015.06.19,2015,KELLO,könyv,???
"Rousselet-Blanc, Josette",Nagyanyáink házipatikájából : [házi gyógymódok A-tól Z-ig],E-025371,4293453,9.78616E+12,2015.07.10,2015,KELLO,könyv,???
"Roth, Veronica",Négyes : [a beavatott a trilógia kiegészítõ kötete],E-025558,4295259,9.78964E+12,2015.06.19,2014,KELLO,könyv,???
"Himmelhuber, Peter",Gyümölcsfák metszése : [99 lényegre törõ válasz],E-026059,4300595,9.78616E+12,2015.06.25,2015,KELLO,könyv,???
"Scarry, Richard",Ahogy illik : Tesz-Vesz város illemkönyve,E-026197,4309840,9.78963E+12,2015.06.25,2015,KELLO,könyv,???
"Siewert, Aruna Meike",Növényi antibiotikumok :  a természet titkos fegyverei,E-026279,4299288,9.78963E+12,2015.07.20,2015,KELLO,könyv,???
"Donoghue, Emma",A szoba,E-026366,4302704,9.78963E+12,2015.06.19,2015,KELLO,könyv,???
"Baur, Manfred",Õsi hüllõk birodalma : dinoszauruszok,E-026544,4304005,9.78963E+12,2015.06.19,2015,KELLO,könyv,???
"Roth, Veronica",A lázadó : [a trilógia második kötete],E-026885,4305507,9.78964E+12,2015.06.19,2013,KELLO,könyv,???
"Martin, Charles",A megváltás reménye,E-026924,4305835,9.78964E+12,2015.06.19,2015,KELLO,könyv,???
"Putney, Mary Jo",A kém szerelme,E-026960,4330073,9.78964E+12,2015.06.19,2015,KELLO,könyv,???
"Russell, Rachel Renée",Egy zizi naplója 2. : buli van!  : egy nem-túl-népszerû bulikirálynõ meséi,E-027037,4330424,9.78963E+12,2015.06.19,2015,KELLO,könyv,???
"Russell, Rachel Renée",Egy zizi naplója 4. : jéghercegnõ,E-027076,4330608,9.78963E+12,2015.06.19,2015,KELLO,könyv,???
"Bronson, Po",Amit rosszul tudtunk a gyerekekrõl,E-027187,4331537,9.78616E+12,2015.06.19,2014,KELLO,könyv,???
"Stilton, Geronimo",Az eltûnt tó nyomában,E-027322,4322177,9.78963E+12,2015.06.19,2015,KELLO,könyv,???
Hercsel Adél,AnyukaLand : fergeteges bébinapló mókás kedvû szülõknek,E-028342,4325789,9.78963E+12,2015.08.14,2015,KELLO,könyv,???
Bartos Erika,Bogyó és Babóca rajzol : Bábszínház ; Kavicsok,E-028376,4333135,9.78616E+12,2015.08.14,2015,KELLO,könyv,???
"Pataki, Allison",Sissi : az ifjú császárné,E-028778,4346869,9.78963E+12,2015.08.14,2015,KELLO,könyv,???
Lõrincz L. László,Kukorica istennõ énekel  : I-II. köt.,E-028857,4347620,9.78616E+12,2015.08.14,2015,KELLO,könyv,???
Lõrincz L. László,Kukorica istennõ énekel  : I-II. köt.,E-028858,4347637,9.78616E+12,2015.08.14,2015,KELLO,könyv,???
"Christie, Agatha",Sors-rejtekajtó,E-029037,4349136,9.78963E+12,2015.08.14,2015,KELLO,könyv,???
Csapody Kinga,Jó gyerek lettem! avagy Miért és mire jó a felnõtt,E-029182,4356059,9.78963E+12,2015.08.14,2015,KELLO,könyv,???
"Canavan, Thomas",Bámulatos bûvésztrükkök : kápráztassuk el barátainkat,E-029190,4328759,9.78616E+12,2015.08.17,2015,KELLO,könyv,???
Magyar Tudományos Akadémia (Budapest),A magyar helyesírás szabályai,E-029329,4356912,9.78963E+12,2015.09.07,2015,KELLO,könyv,???
"Murphy, Sam","Futásról nõknek : hatékony edzéstervek, tanácsok kezdõknek és haladóknak, tippek az egészséges étrendhez",E-029473,4358008,9.78963E+12,2015.09.07,2015,KELLO,könyv,???
"Bard, Elizabeth",Piknik Provence-ban : memoár receptekkel,E-029562,4358893,9.78963E+12,2015.08.14,2015,KELLO,könyv,???
"Gregory, Philippa",A király átka,E-029645,4352921,9.78963E+12,2015.08.14,2015,KELLO,könyv,???
"Casey, Jo",Anyu és én : ügyeskedünk és tanulunk,E-029838,4353447,9.78963E+12,2015.09.07,2015,KELLO,könyv,???
Kiss Zsuzsanna,Top 2000 English words : a 2000 legfontosabb angol szó példamondatokkal,E-029942,4354109,9.78963E+12,2015.09.07,2015,KELLO,könyv,???
"Prinja, Raman",Séta az égbolton : [ismerd meg a csillagokat és a bolygókat],E-030002,4354284,9.78963E+12,2015.09.07,2014,KELLO,könyv,???
"Levi, Lia",Csillagok völgye,E-030142,4318248,9.78964E+12,2015.08.17,2010,KELLO,könyv,???
"Danner, Eva",Barkácskönyv egész évre : [2 éves kortól],E-030165,4317531,9.78616E+12,2015.08.17,2015,KELLO,könyv,???
"Kulcsár Ildikó, V.","Kölykök, dilik, szerelem : római kalandozások",E-030217,4355670,9.78963E+12,2015.08.14,2015,KELLO,könyv,???
"Buckingham, Royce",Démonõrzõ,E-030296,4360155,9.78616E+12,2015.09.07,2015,KELLO,könyv,???
"Stilton, Tea",Az álom királynõje,E-030367,4360650,9.78963E+12,2015.08.14,2015,KELLO,könyv,???
Sarkadi Zsolt,Nagyszótár tanulóknak : 0. kötet : Gyakran használt szavak,E-030412,4361107,9.78963E+12,2015.09.07,2015,KELLO,könyv,???
Bartos Huba,Bogyó és Babóca buborékot fúj,E-030521,4318774,9.78963E+12,2015.09.07,2015,KELLO,könyv,???
"Fosse, Jon","Trilógia : Álmatlanság,  Olav álma, Esti dal",E-030642,4362357,9.78808E+12,2015.09.14,2015,KELLO,könyv,???
"Stilton, Geronimo",Támadás a Blurg bolygóról,E-030745,4362838,9.78963E+12,2015.08.14,2015,KELLO,könyv,???
Marék Veronika,A kék kerítés,E-030912,4363972,9.78963E+12,2015.08.14,2015,KELLO,könyv,???
"Roth, Veronica",A hûséges : [a trilógia harmadik kötete],E-031670,4365037,9.78964E+12,2015.08.17,2014,KELLO,könyv,???
"King, Stephen",A remény rabjai,E-031690,4364788,9.78963E+12,2015.08.17,2015,KELLO,könyv,???
"Brown, Dan",A megtévesztés foka,E-031712,4364832,9.78964E+12,2015.08.17,2010,KELLO,könyv,???
"Marwijk, Frank van",A kisbabák testbeszéde,E-031716,4365181,9.78963E+12,2015.08.17,2015,KELLO,könyv,???
"Haig, Matt","Vigyázz, mit kívánsz!",E-031726,4364375,9.78616E+12,2015.09.22,2015,KELLO,könyv,???
"Russell, Rachel Renée",Egy zizi naplója 1. :  mesék nem valami mesés életemrõl,E-031843,4441489,9.78963E+12,2015.08.14,2015,KELLO,könyv,???
"Russell, Rachel Renée",Egy zizi naplója 5. : szívzûrök,E-031859,4441649,9.78963E+12,2015.08.14,2015,KELLO,könyv,???
"Kuzneski, Chris",A vadászok,E-032441,4438441,9.78964E+12,2015.08.17,2015,KELLO,könyv,???
"Holden, Wendy","Haatchi és Kicsi Pé : egy kisfiú és egy kutya szívbe markoló, igaz története",E-032471,4437963,9.78963E+12,2015.08.17,2015,KELLO,könyv,???
Csukás István,"Süsü, a sárkány",E-032645,4437253,9.78963E+12,2015.08.17,2015,KELLO,könyv,???
Benedek Elek,A szerencsekrajcár : válogatott mesék,E-033831,4433071,9.78974E+12,2015.10.16,2014,KELLO,könyv,???
Tóth Krisztina,Pillanatragasztó,E-033883,4452348,9.78963E+12,2015.10.16,2014,KELLO,könyv,???
"Altinyeleklioglu, Demet",Hürrem 2. : Szulejmán asszonya,E-035201,4462316,9.78616E+12,2015.08.17,2015,KELLO,könyv,???
Maros Edit,Hûvösvölgyi suli 6.,E-035219,4462354,9.78616E+12,2015.08.17,2015,KELLO,könyv,???
"Baur, Manfred",Óceánok mélye : élet az örök sötétség birodalmában,E-035414,4466048,9.78963E+12,2015.08.17,2015,KELLO,könyv,???
"Hawkins, Karen",Olthatatlan szenvedély,E-035432,4466222,9.78964E+12,2015.08.17,2015,KELLO,könyv,???
"Peirce, Lincoln",Profi Noki kalandjai : egyedül az osztályban,E-035464,4472667,9.78963E+12,2015.08.17,2015,KELLO,könyv,???
"Simon, Francesca",Rosszcsont Peti és a sport,E-035484,4472469,9.78963E+12,2015.08.17,2015,KELLO,könyv,???
"Lowry, Lois","Valahol, messze",E-035633,4482901,9.78963E+12,2015.08.17,2015,KELLO,könyv,???
"Graham, Cliff",A harc napja,E-035728,4482741,9.78964E+12,2015.11.17,2015,KELLO,könyv,???
"Macomber, Debbie",A  fagyöngy alatt : karácsonyi történet,E-035768,4470113,9.78964E+12,2015.11.17,2015,KELLO,könyv,???
Leiner Laura,Illúzió : a Bexi-sorozat harmadik kötete,E-035887,4471202,9.78616E+12,2015.11.17,2015,KELLO,könyv,???
Janikovszky Éva,A tükör elõtt : egy kamasz monológja,E-035993,4468349,9.78963E+12,2015.11.17,2015,KELLO,könyv,???
"Stilton, Geronimo",Rémálom a múzeumban,E-036149,4471899,9.78963E+12,2015.11.17,2015,KELLO,könyv,???
"Prange, Peter",Az utolsó hárem,E-036163,4471790,9.78964E+12,2015.11.17,2009,KELLO,könyv,???
"Lowry, Lois",Hírvivõ,E-036298,4482178,9.78963E+12,2015.11.25,2015,KELLO,könyv,???
"Oke, Janette",Ha szólít a szív : különleges filmes kiadás,E-036358,4473435,9.78963E+12,2015.11.25,2014,KELLO,könyv,???
"Williams, Beatriz",Perzselõ nyár,E-036365,4473503,9.78964E+12,2015.11.25,2015,KELLO,könyv,???
"Ham, Rosalie",A ruhakészítõ,E-036382,4473671,9.78964E+12,2015.11.25,2015,KELLO,könyv,???
,"Barátaim, az állatok : [elsõ enciklopédiám]",E-036386,4473718,9.78963E+12,2015.11.25,2015,KELLO,könyv,???
"Klewe, Sabine  ( Martin, Sabine (álnév))",Az ereklyevadász,E-036390,4473756,9.78964E+12,2015.11.25,2015,KELLO,könyv,???
Radnóti Blanka,Borisz világgá megy,E-036394,4473794,9.78964E+12,2015.11.25,2015,KELLO,könyv,???
"Roth, Veronica",A beavatott : [a trilógia elsõ kötete],E-036434,4474180,9.78964E+12,2015.11.30,2012,KELLO,könyv,???
"Hoover, Colleen",Hopeless : Reménytelen,E-036473,4481942,9.78963E+12,2015.11.25,2014,KELLO,könyv,???
"Woods, Naomi",Mrs. Hemingway,E-036695,4480495,9.78963E+12,2015.11.25,2014,KELLO,könyv,???
"Walter, Jess",Szép romok,E-036738,4480426,9.78963E+12,2015.11.25,2014,KELLO,könyv,???
"McGilloway, Brian",Határvidék,E-036746,4480464,9.78964E+12,2015.11.25,2015,KELLO,könyv,???
"Picoult, Jodie",Csodalány,E-036757,4480648,9.78963E+12,2015.11.25,2015,KELLO,könyv,???
"McGuire, Jamie",Gyönyörû tévedés,E-036771,4480273,9.78963E+12,2015.11.25,2015,KELLO,könyv,???
Leiner Laura,Hullócsillag : a Bexi-sorozat második kötete,E-036784,4484530,9.78963E+12,2015.11.25,2015,KELLO,könyv,???
"Bläsius, Jutta","Gombolyagok, gombok, skatulyák : készségfejlesztõ játékok hétköznapi használati tárgyakkal 3-7 éves gyerekeknek",E-036796,4480150,9.78964E+12,2015.11.25,2015,KELLO,könyv,???
"Arlidge, Michael Joseph","Ecc, pecc",E-036836,4479888,9.78964E+12,2015.11.25,2015,KELLO,könyv,???
"Coben, Harlan",Nincs üzlet,E-036843,4479963,9.78616E+12,2015.11.25,2015,KELLO,könyv,???
"Kendal, Claire",Mindent rólad,E-036853,4479802,9.78963E+12,2015.11.25,2015,KELLO,könyv,???
Hargitai György,Egészséges tisztító ételek,E-036860,4484851,9.78964E+12,2015.11.25,2015,KELLO,könyv,???
"Stamer-Brandt, Petra",Kis méregzsákok :  építsük le az agressziót - játékokkal!,E-036888,4479598,9.78964E+12,2015.11.25,2015,KELLO,könyv,???
"Roberts, Nora",Halálos rögeszme,E-036900,4479567,9.78963E+12,2015.11.25,2015,KELLO,könyv,???
"Smith, Wilbur",Monszun,E-037003,4485513,9.78964E+12,2015.11.17,2015,KELLO,könyv,???
Karczag György,Zúgó nyilak,E-037010,4485582,9.78963E+12,2015.11.17,2015,KELLO,könyv,???
Tomor Anita,Álmodtam már rólad,E-037020,4485681,9.78963E+12,2015.11.17,2015,KELLO,könyv,???
"Langer, Ewald",Menjünk gombászni,E-037038,4485865,9.78616E+12,2015.11.17,2015,KELLO,könyv,???
"Sinclair, Mima","Mézeskalács csodaország : 30 varázslatos keksz, sütemény és házikó",E-037054,4486022,9.78963E+12,2015.11.17,2015,KELLO,könyv,???
"Franzen, Jonathan",Javítások,E-037098,4479017,9.78963E+12,2015.11.30,2014,KELLO,könyv,???
"Landers, Melissa",Elidegenítve,E-037112,4478805,9.78963E+12,2015.11.30,2014,KELLO,könyv,???
"Glavan, Polona",Éjszaka Európában,E-037115,4478706,9.78963E+12,2015.11.30,2015,KELLO,könyv,???
"Richert, Katja",Egy nap az állatorvosnál,E-037126,4478775,9.78964E+12,2015.11.30,2015,KELLO,könyv,???
Balogh Júlia,Szent Mihály havától kisasszony haváig : Jeles napokhoz fûzõdõ néphagyományok,E-037146,4486572,9.78964E+12,2015.11.30,2015,KELLO,könyv,???
Bartos Erika,Együtt lenni jó!,E-037157,4486688,9.78963E+12,2015.11.30,2015,KELLO,könyv,???
"Doerr, Anthony",A láthatatlan fény,E-037223,4475439,9.78963E+12,2015.11.30,2015,KELLO,könyv,???
Bárdosi Vilmos,"Szólások, közmondások eredete :  frazeológiai etimológiai szótár",E-037309,4488101,9.78963E+12,2015.12.09,2015,KELLO,könyv,???
"Tropolle, Joanna",Porcelánéletek,E-037433,4489344,9.78963E+12,2015.12.09,2015,KELLO,könyv,???
"Steel, Danielle",Pegazus,E-037497,4489986,9.78963E+12,2015.12.09,2015,KELLO,könyv,???
Gönczöl Lászlóné,Magvetõk nyomdokain,E-037530,4491446,9.78963E+12,2016.01.28,2015,"""Emelj fel emlék!"" Alapítvány",könyv,???
"Novak, Jan",Betonszívû nagyapám,E-037909,4493747,9.78808E+12,2016.04.27,2013,Dr. Kovács Pál Megyei Könyvtár és Közösségi Tér,könyv,???
"Miller, A. D.",Hóvirágok,E-037910,4493754,9.78964E+12,2016.04.27,2013,Dr. Kovács Pál Megyei Könyvtár és Közösségi Tér,könyv,???
Stefanik Krisztina,"Csillagbusz : mese Dorkáról,  Misirõl és az autizmusról",E-038299,4496601,9.78963E+12,2016.05.19,2016,AutiSpektrum Egyesület,könyv,???
Nagy Réka,Ökoanyu : egyszerûen zöld :  [környezettudatos és takarékos háztartási ötletek],E-039392,4511229,9.78963E+12,2016.06.14,2015,KELLO,könyv,???
"Courths-Mahler, Hedwig",Árnyékból a fényre,E-040226,4518815,9.78963E+12,2016.06.21,2015,KELLO,könyv,???
Donászy Magda,A mókus és a szarka,E-040234,4518891,9.78963E+12,2016.06.21,2015,KELLO,könyv,???
"Steel, Danielle",Country,E-040237,4518921,9.78963E+12,2016.06.21,2016,KELLO,könyv,???
Frei Tamás,Agrárbárók : Magyarország az oroszok csapdájában,E-040305,4519331,9.78963E+12,2016.06.21,2015,KELLO,könyv,???
Nemere István,A fantasztikus nagynéni,E-040351,4522935,9.78963E+12,2016.06.21,2014,KELLO,könyv,???
"Lipson, Katri",A fagylaltos,E-040355,4522997,9.78963E+12,2016.06.21,2015,KELLO,könyv,???
"Padevilla, Pia",Dobozfigurák és ragasztott díszek,E-040403,4519515,9.78963E+12,2016.06.21,2015,KELLO,könyv,???
"Clark, Mary Higgins",Csak a dallam él tovább,E-040413,4519577,9.78616E+12,2016.06.21,2015,KELLO,könyv,???
"Oram, Kelly",Cinder és Ella,E-040448,4519751,9.78963E+12,2016.06.21,2016,KELLO,könyv,???
"Lotz, Sarah",A hármak,E-040453,4519805,9.78964E+12,2016.06.21,2015,KELLO,könyv,???
"Lark, Sarah",A kagylókürt hangja,E-040471,4519980,9.78964E+12,2016.06.21,2015,KELLO,könyv,???
Nyáry Krisztián,Merész magyarok : 30 emberi történet,E-040512,4520184,9.78963E+12,2016.06.21,2015,KELLO,könyv,???
"Fable, Vavyan",Jégtánc,E-040690,4520597,9.78964E+12,2016.06.24,2015,KELLO,könyv,???
Nagy Réka,"Ökoanyu a konyhában : környezettudatos tippek, ötletek és húsmentes receptek",E-040731,4520863,9.78963E+12,2016.06.24,2015,KELLO,könyv,???
Melek Fatima,Hürrem boszorkánya :  a budai háremhölgy,E-040763,4521952,9.78616E+12,2016.06.24,2015,KELLO,könyv,???
"Leary, Ann",Egy jóravaló ház,E-041134,4563464,9.78616E+12,2016.06.24,2015,KELLO,könyv,???
"Schneider, Liane",Bori és a meseünnep,E-041283,4561651,9.78963E+12,2016.07.04,2016,KELLO,könyv,???
"Punke, Michael",A visszatérõ,E-041322,4591436,9.78963E+12,2016.07.04,2016,KELLO,könyv,???
"Kyle, Barbara",A királynõ foglya,E-041338,4561279,9.78963E+12,2016.06.30,2015,KELLO,könyv,???
"McKain, Kelly",Hanna és Herceg,E-046782,4737155,9.78963E+12,2016.10.18,2016,KELLO,könyv,???
"McKain, Kelly",Helen és Huncut,E-046805,4737025,9.78963E+12,2016.10.18,2016,KELLO,könyv,???
Gönczöl Lászlóné,"Végtelen pályatérben :  jeles pedagógusok Gyõr-Moson-Sopron megyében, 7. köt.",E-047045,4735724,9.78963E+12,2016.11.02,2016,"""Emelj fel emlék!"" Alapítvány",könyv,???
"Kast-Zahn, Annette",A következetes nevelés kézikönyve : a szabályok betartásának mûvészete,E-047209,4734581,9.78963E+12,2016.10.28,2016,KELLO,könyv,???
"Lebbon, Tim",Árnyékhajsza: Alien,E-047222,4734529,9.78963E+12,2016.10.28,2014,KELLO,könyv,???
"Moore, James A.",A bánat tengere : Alien,E-047228,4734512,9.78963E+12,2016.10.28,2015,KELLO,könyv,???
"Cooper, Carol",A baba fejlõdése - lépésrõl lépésre : tudnivalók és hasznos tanácsok az elsõ három évre,E-047231,4668152,9.78964E+12,2016.11.03,2006,KELLO,könyv,???
Berényi Nagy Péter,Karácsonyi mondókák,E-047294,4734116,9.78616E+12,2016.11.03,2012,KELLO,könyv,???
Radvány Zsuzsa,Hull a pelyhes fehér hó...,E-047301,4734048,9.78964E+12,2016.11.03,2007,KELLO,könyv,???
"Peters, Julie Anne","Amikor ezt olvasod, én már nem leszek",E-047480,4666783,9.78963E+12,2016.11.03,2016,KELLO,könyv,???
"Wallace, Carol",Ben Hur : egy messiás történet,E-047740,4665984,9.78616E+12,2016.11.09,2016,KELLO,könyv,???
"Stilton, Geronimo",Mentsük meg az olimpiát!,E-047749,4665878,9.78963E+12,2016.11.09,2016,KELLO,könyv,???
"Han, Jenny","A fiúknak, akiket valaha szerettem",E-047967,4665151,9.78963E+12,2016.11.08,2016,KELLO,könyv,???
"Morosinotto, Davide","Nemo, a névtelen fiú : a fiú, akibõl a legendás Nemo kapitány lett",E-048008,4729990,9.78963E+12,2016.11.03,2016,KELLO,könyv,???
Csizmadia Mária Judit,Zenetörténet fiataloknak 1750-tõl 1945-ig,E-048214,4728894,9.78616E+12,2016.11.03,2016,KELLO,könyv,???
Balázs Ágnes,Lufi és a zûrös vakáció,E-048923,4661238,9.78963E+12,2016.10.26,2016,KELLO,könyv,???
Finy Petra,A darvak tánca :  magyar tájegységek meséi,E-049041,4723608,9.78964E+12,2016.11.22,2015,Libri-Bookline Zrt.,könyv,???
"Follett, Ken",Az ördög mûve,E-049116,4723080,9.78964E+12,2016.11.22,2012,Libri-Bookline Zrt.,könyv,???
"Hodge, Rosamund",Kegyetlen szépség,E-049301,4721598,9.78963E+12,2016.11.18,2016,KELLO,könyv,???
"Hinckel, Florence",titkok.com,E-049379,4720812,9.78963E+12,2016.11.18,2016,KELLO,könyv,???
"Camden, Elizabeth",Túl az álmokon,E-049436,4720249,9.78964E+12,2016.11.18,2016,KELLO,könyv,???
"Schneider, Liane",Bori karácsonya,E-049533,4770930,9.78616E+12,2016.11.18,2016,KELLO,könyv,???
Huszák Andrea,Ünnepi díszek újrahasznosított anyagokból,E-049543,4659990,9.78963E+12,2016.11.18,2016,KELLO,könyv,???
"Macomber, Debbie",Elsõ hó,E-049552,4770824,9.78964E+12,2016.11.18,2016,KELLO,könyv,???
"Väisänen, Pirjo",Szalmamunkák,E-049594,4659723,9.78963E+12,2016.11.29,2016,KELLO,könyv,???
"Dahle, Stefanie",Szamócka : tündéri történetek a Szamócáskertbõl,E-049619,4770428,9.78963E+12,2016.11.20,2016,KELLO,könyv,???
"Coelho, Paulo",A kém,E-049718,4769521,9.78963E+12,2016.11.20,2016,KELLO,könyv,???
"Morgan, Sarah",Talán majd karácsonykor,E-049803,4768678,9.78963E+12,2016.11.24,2016,KELLO,könyv,???
Jankó Olga,A remény virága,E-049880,4659600,9.78616E+12,2016.11.18,2016,KELLO,könyv,???
Kepes András,Világkép,E-049895,4659440,9.78963E+12,2016.11.18,2016,KELLO,könyv,???
Nagy Balázs,"Magyarország csodálatos túraútvonalai : [gyalogtúrák, kerékpáros és vízi kirándulások családoknak is]",E-049907,4767893,9.78964E+12,2016.11.18,2015,KELLO,könyv,???
